Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26
[2024/03/06 14:11:44] 5G,register,43.25,103,100,-73,-12,-60,13,1,16,0/12,-66.4,-12,-78.3,-63.3,-11.4,-74.7,-120,-13.8,-140,-67.2,-10.9,-78.1,359918920049210,999991829903013
[2024/03/06 14:11:45] Wi-Fi,link,9.359,UIWANG_OLT_AGV,80:03:84:b6:f9:a0,44,5220,40,40,275.2,5,8,-110,-55,-58,-58,55,52,52,55,,,,,,
[2024/03/06 14:11:46] 5G,register,35.643,103,100,-69,-11,-58,11,3,16,0/12,-63.9,-11,-74.9,-61.7,-11.3,-72.9,-67,-10.9,-77.9,-59.1,-10.9,-69.9,359918920049210,999991829903013
[2024/03/06 14:11:46] Wi-Fi,link,12.093,UIWANG_OLT_AGV,80:03:84:b6:f9:a0,44,5220,40,40,275.2,5,7,-110,-55,-58,-57,55,52,53,55,,,,,,
[2024/03/06 14:11:48] 5G,register,33.182,103,100,-69,-10,-59,13,1,16,0/12,-66.9,-11.4,-78.2,-60.6,-12.2,-72.7,-67,-10.9,-77.9,-59.1,-10.9,-69.9,359918920049210,999991829903013
[2024/03/06 14:11:48] Wi-Fi,link,4.962,UIWANG_OLT_AGV,80:03:84:b6:f9:a0,44,5220,40,40,275.2,5,7,-110,-54,-57,-57,56,53,53,56,,,,,,
[2024/03/06 14:11:49] 5G,register,38.097,103,100,-72,-12,-60,12,1,16,0/12,-71.2,-14.2,-85.3,-63.7,-11.2,-74.8,-65.3,-10.9,-76.2,-68.5,-11.2,-79.7,359918920049210,999991829903013
[2024/03/06 14:11:49] Wi-Fi,link,12.37,UIWANG_OLT_AGV,80:03:84:b6:f9:a0,44,5220,40,40,275.2,5,7,-110,-50,-52,-54,60,58,56,60,,,,,,
[2024/03/06 14:11:51] 5G,register,34.957,103,100,-74,-12,-61,11,3,16,0/3,-66.9,-11.2,-78.1,-61.5,-12.7,-74.1,-70.2,-11.2,-81.4,-67.9,-11,-78.9,359918920049210,999991829903013
[2024/03/06 14:11:51] Wi-Fi,link,3.393,UIWANG_OLT_AGV,80:03:84:b6:f9:a0,44,5220,40,40,275.2,5,7,-110,-50,-55,-52,60,55,58,60,,,,,,
[2024/03/06 14:11:52] 5G,register,28.107,103,100,-79,-17,-61,11,3,16,0/3,-63.1,-10.9,-74,-63,-12.4,-75.4,-66.3,-11.1,-77.3,-66.4,-11.2,-77.6,359918920049210,999991829903013
[2024/03/06 14:11:52] Wi-Fi,link,3.625,UIWANG_OLT_AGV,80:03:84:b6:f9:a0,44,5220,40,40,275.2,5,8,-110,-49,-49,-56,61,61,54,61,,,,,,
[2024/03/06 14:11:54] 5G,register,33.131,103,100,-74,-14,-60,11,3,16,0/3,-65.1,-12,-77,-60.8,-10.6,-71.3,-67.6,-11.4,-79,-75.6,-12.6,-88.1,359918920049210,999991829903013
[2024/03/06 14:11:54] Wi-Fi,link,3.415,UIWANG_OLT_AGV,80:03:84:b6:f9:a0,44,5220,40,40,275.2,5,6,-110,-50,-52,-55,60,58,55,60,,,,,,
[2024/03/06 14:11:55] 5G,register,10.865,103,100,-70,-11,-59,11,3,16,0/3,-65.5,-11.2,-76.6,-58.3,-10.6,-68.9,-69.1,-11.2,-80.3,-120,-13.8,-140,359918920049210,999991829903013
[2024/03/06 14:11:55] Wi-Fi,link,9.535,UIWANG_OLT_AGV,80:03:84:b6:f9:a0,44,5220,40,40,275.2,5,6,-110,-51,-53,-55,59,57,55,59,,,,,,
[2024/03/06 14:11:57] 5G,register,30.193,103,100,-74,-11,-63,12,1,16,0/3,-61.4,-10.8,-72.1,-57.5,-11.5,-69,-69.1,-11.2,-80.3,-120,-13.8,-140,359918920049210,999991829903013
[2024/03/06 14:11:57] Wi-Fi,link,5.261,UIWANG_OLT_AGV,80:03:84:b6:f9:a0,44,5220,40,40,275.2,5,6,-110,-50,-51,-57,60,59,53,60,,,,,,
[2024/03/06 14:11:58] 5G,register,38.444,103,100,-71,-10,-61,12,1,16,0/3,-61.9,-11.3,-73.2,-61.2,-13.3,-74.4,-69.1,-11.2,-80.3,-120,-13.8,-140,359918920049210,999991829903013
[2024/03/06 14:11:58] Wi-Fi,link,12.36,UIWANG_OLT_AGV,80:03:84:b6:f9:a0,44,5220,40,40,275.2,5,6,-110,-46,-46,-56,64,64,54,64,,,,,,
[2024/03/06 14:12:00] 5G,register,25.628,103,100,-67,-10,-56,12,1,16,0/4,-63.6,-11.6,-75.2,-63.8,-13.1,-76.8,-69.1,-11.2,-80.3,-120,-13.8,-140,359918920049210,999991829903013
[2024/03/06 14:12:00] Wi-Fi,link,6.9,UIWANG_OLT_AGV,80:03:84:b6:f9:a0,44,5220,40,40,275.2,5,6,-110,-53,-54,-63,57,56,47,57,,,,,,
[2024/03/06 14:12:01] 5G,register,52.252,103,100,-72,-10,-62,12,1,16,0/4,-65.3,-13.2,-78.4,-60.2,-11.1,-71.2,-69.1,-11.2,-80.3,-120,-13.8,-140,359918920049210,999991829903013
[2024/03/06 14:12:02] Wi-Fi,link,15.917,UIWANG_OLT_AGV,80:03:84:b6:f9:a0,44,5220,40,40,275.2,5,7,-110,-53,-54,-59,57,56,51,57,,,,,,
[2024/03/06 14:12:03] 5G,register,31.19,103,100,-71,-13,-58,12,1,16,0/4,-64,-11.5,-75.4,-57.9,-10.8,-68.6,-60.9,-10.9,-71.8,-62.2,-11,-73.1,359918920049210,999991829903013
[2024/03/06 14:12:03] Wi-Fi,link,4.054,UIWANG_OLT_AGV,80:03:84:b6:f9:a0,44,5220,40,40,275.2,5,6,-110,-55,-57,-61,55,53,49,55,,,,,,
[2024/03/06 14:12:05] 5G,register,35.947,103,100,-66,-10,-55,11,3,16,0/4,-62.8,-11.4,-74.2,-61.9,-13,-74.8,-68.6,-11.6,-80.2,-59.7,-10.9,-70.5,359918920049210,999991829903013
[2024/03/06 14:12:05] Wi-Fi,link,10.858,UIWANG_OLT_AGV,80:03:84:b6:f9:a0,44,5220,40,40,275.2,5,6,-110,-50,-51,-58,60,59,52,60,,,,,,
[2024/03/06 14:12:06] 5G,register,34.917,103,100,-70,-10,-60,11,1,16,0/4,-64.8,-10.9,-75.6,-55,-11.3,-66.2,-63.9,-11,-74.9,-65.7,-11.3,-77,359918920049210,999991829903013
[2024/03/06 14:12:06] Wi-Fi,link,3.924,UIWANG_OLT_AGV,80:03:84:b6:f9:a0,44,5220,40,40,137.6,3,7,-110,-55,-57,-61,55,53,49,55,,,,,,
[2024/03/06 14:12:08] 5G,register,33.534,103,100,-66,-12,-54,11,3,16,0/4,-59.5,-11.7,-71.1,-64.4,-12.6,-77,-68.8,-11.5,-80.3,-62.5,-11,-73.5,359918920049210,999991829903013
[2024/03/06 14:12:08] Wi-Fi,link,3.623,UIWANG_OLT_AGV,80:03:84:b6:f9:a0,44,5220,40,40,275.2,5,6,-110,-57,-60,-64,53,50,46,53,,,,,,
[2024/03/06 14:12:09] 5G,register,33.556,103,100,-69,-12,-56,12,1,16,0/4,-60,-13,-72.9,-56.9,-11.6,-68.4,-68.8,-11.5,-80.3,-62.5,-11,-73.5,359918920049210,999991829903013
[2024/03/06 14:12:09] Wi-Fi,link,10.322,UIWANG_OLT_AGV,80:03:84:b6:f9:a0,44,5220,40,40,275.2,5,6,-110,-57,-59,-62,53,51,48,53,,,,,,
[2024/03/06 14:12:11] 5G,register,31.424,103,100,-72,-14,-57,11,1,16,0/4,-67.4,-14,-81.3,-55.1,-10.8,-65.8,-70.5,-11.3,-81.8,-63.8,-11.4,-75.2,359918920049210,999991829903013
[2024/03/06 14:12:11] Wi-Fi,link,5.523,UIWANG_OLT_AGV,80:03:84:b6:f9:a0,44,5220,40,40,275.2,5,6,-110,-58,-61,-61,52,49,49,52,,,,,,
[2024/03/06 14:12:12] 5G,register,35.718,103,100,-70,-13,-57,11,3,16,0/4,-62.5,-12.4,-74.8,-58.8,-17.7,-76.5,-69.3,-11.3,-80.5,-63.2,-11.1,-74.3,359918920049210,999991829903013
[2024/03/06 14:12:12] Wi-Fi,link,3.116,UIWANG_OLT_AGV,80:03:84:b6:f9:a0,44,5220,40,40,275.2,5,6,-110,-58,-59,-62,52,51,48,52,,,,,,
[2024/03/06 14:12:14] 5G,register,33.184,103,100,-73,-16,-56,11,3,16,0/4,-60.2,-11,-71.1,-54.8,-12.4,-67.1,-67.2,-11.9,-79,-57.7,-10.9,-68.5,359918920049210,999991829903013
[2024/03/06 14:12:14] Wi-Fi,link,8.548,UIWANG_OLT_AGV,80:03:84:b6:f9:a0,44,5220,40,40,275.2,5,6,-110,-61,-63,-65,49,47,45,49,,,,,,
[2024/03/06 14:12:15] 5G,register,38.302,102,100,-65,-11,-54,11,3,8,9/4,-62.3,-15.8,-78.1,-57.6,-15.1,-72.6,-64.3,-11.2,-75.5,-62.5,-11.1,-73.6,359918920049210,999991829903013
[2024/03/06 14:12:15] Wi-Fi,link,7.418,UIWANG_OLT_AGV,80:03:84:b6:f9:a0,44,5220,40,40,275.2,5,5,-110,-60,-62,-65,50,48,45,50,,,,,,
[2024/03/06 14:12:17] 5G,register,43.648,102,100,-71,-16,-55,11,3,16,0/4,-57.8,-10.9,-68.6,-55.9,-12.3,-68.2,-73.7,-11.7,-85.3,-58,-11,-69,359918920049210,999991829903013
[2024/03/06 14:12:17] Wi-Fi,link,3.376,UIWANG_OLT_AGV,80:03:84:b6:f9:a0,44,5220,40,40,275.2,5,5,-110,-62,-64,-65,48,46,45,48,,,,,,
[2024/03/06 14:12:18] 5G,register,23.798,102,100,-71,-14,-57,11,3,16,0/4,-61.2,-12.8,-73.9,-60.5,-15.1,-75.5,-62.4,-11.3,-73.7,-63.7,-11.2,-74.8,359918920049210,999991829903013
[2024/03/06 14:12:19] Wi-Fi,link,13.057,UIWANG_OLT_AGV,80:03:84:b6:f9:a0,44,5220,40,40,275.2,5,5,-110,-62,-64,-67,48,46,43,48,,,,,,
[2024/03/06 14:12:20] 5G,register,28.397,102,100,-80,-18,-62,11,3,16,0/4,-65.4,-12.1,-77.5,-55.6,-11,-66.6,-76,-12.1,-88.1,-63.6,-11,-74.6,359918920049210,999991829903013
[2024/03/06 14:12:20] Wi-Fi,link,3.512,UIWANG_OLT_AGV,80:03:84:b6:f9:a0,44,5220,40,40,275.2,5,5,-110,-62,-64,-68,48,46,42,48,,,,,,
[2024/03/06 14:12:22] 5G,register,37.604,103,100,-66,-11,-54,12,1,16,0/4,-66.2,-13.2,-79.3,-56.3,-11,-67.3,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:12:22] Wi-Fi,link,3.24,UIWANG_OLT_AGV,80:03:84:b6:f9:a0,44,5220,40,40,275.2,5,6,-110,-63,-65,-67,47,45,43,47,,,,,,
[2024/03/06 14:12:23] 5G,register,20.63,103,100,-66,-11,-55,12,1,16,0/9,-60.8,-11.2,-71.9,-62.7,-11.4,-74,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:12:23] Wi-Fi,link,3.109,UIWANG_OLT_AGV,80:03:84:b6:f9:a0,44,5220,40,40,275.2,5,6,-110,-64,-65,-69,46,45,41,46,,,,,,
[2024/03/06 14:12:25] 5G,register,46.104,103,100,-66,-11,-55,13,1,16,0/15,-61,-10.9,-71.9,-56.3,-10.8,-67.1,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:12:25] Wi-Fi,link,7.673,UIWANG_OLT_AGV,80:03:84:b6:f9:a0,44,5220,40,40,137.6,3,6,-110,-65,-66,-70,45,44,40,45,,,,,,
[2024/03/06 14:12:26] 5G,register,33.476,103,100,-66,-11,-55,12,1,16,0/15,-61,-12.2,-73.1,-54.1,-11,-65.1,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:12:26] Wi-Fi,link,4.263,UIWANG_OLT_AGV,80:03:84:b6:f9:a0,44,5220,40,40,275.2,5,6,-110,-64,-66,-69,46,44,41,46,,,,,,
[2024/03/06 14:12:28] 5G,register,31.532,103,100,-66,-11,-55,12,1,16,0/13,-59.8,-10.7,-70.4,-59.6,-12,-71.5,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:12:28] Wi-Fi,link,13.728,UIWANG_OLT_AGV,80:03:84:b6:f9:a0,153,5765,40,40,275.2,5,6,-111,-58,-128,-128,53,-17,-17,53,,,,,,
[2024/03/06 14:12:29] 5G,register,38.569,103,100,-66,-11,-55,12,1,16,0/13,-61,-11,-72,-55.3,-11.2,-66.5,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:12:29] Wi-Fi,link,13.506,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,299.4,6,6,-111,-54,-58,-57,57,53,54,56,,,,,,
[2024/03/06 14:12:31] 5G,register,10.557,103,100,-66,-11,-55,12,1,16,0/13,-60.8,-10.8,-71.5,-58.8,-11.1,-69.9,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:12:31] Wi-Fi,link,7.927,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,344.1,7,6,-111,-57,-61,-60,54,50,51,53,,,,,,
[2024/03/06 14:12:32] 5G,register,31.229,103,100,-66,-11,-55,12,1,16,0/13,-53.4,-10.5,-63.9,-52.5,-10.4,-62.8,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:12:33] Wi-Fi,link,5.851,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,344.1,7,6,-111,-56,-57,-61,55,54,50,54,,,,,,
[2024/03/06 14:12:34] 5G,register,28.451,103,100,-66,-11,-55,12,1,16,0/18,-62.6,-11.4,-73.9,-61.5,-11.1,-72.5,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:12:34] Wi-Fi,link,15.925,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,413,8,6,-111,-55,-57,-59,56,54,52,55,,,,,,
[2024/03/06 14:12:36] 5G,register,16.137,103,100,-66,-11,-55,12,1,16,0/18,-56.3,-10.4,-66.6,-58.5,-11.1,-69.6,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:12:36] Wi-Fi,link,3.147,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,413,8,6,-111,-56,-57,-64,55,54,47,54,,,,,,
[2024/03/06 14:12:37] 5G,register,36.628,103,100,-58,-10,-47,13,1,16,0/18,-59.5,-10.5,-70,-61.2,-11,-72.2,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:12:37] Wi-Fi,link,5.389,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,455.8,0,6,-111,-55,-55,-63,56,56,48,55,,,,,,
[2024/03/06 14:12:39] 5G,register,33.61,103,100,-66,-11,-55,12,1,16,0/18,-64.1,-10.9,-74.9,-53.5,-10.5,-63.9,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:12:39] Wi-Fi,link,4.779,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,455.8,0,6,-111,-54,-55,-61,57,56,50,56,,,,,,
[2024/03/06 14:12:40] 5G,register,40.624,103,100,-66,-11,-55,13,1,16,0/15,-55.4,-10.4,-65.7,-54.1,-10.8,-64.9,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:12:40] Wi-Fi,link,12.024,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,516,10,6,-111,-53,-53,-63,58,58,48,57,,,,,,
[2024/03/06 14:12:42] 5G,register,33.637,103,100,-65,-10,-54,12,1,16,0/15,-58.2,-10.5,-68.7,-58,-10.6,-68.5,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:12:42] Wi-Fi,link,4.549,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,455.8,0,7,-111,-54,-55,-63,57,56,48,56,,,,,,
[2024/03/06 14:12:43] 5G,register,32.748,103,100,-66,-11,-55,12,1,16,0/27,-56,-10.5,-66.4,-53.7,-10.5,-64.1,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:12:43] Wi-Fi,link,10.094,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,455.8,0,7,-111,-57,-59,-63,54,52,48,53,,,,,,
[2024/03/06 14:12:45] 5G,register,19.867,103,100,-65,-10,-55,12,1,16,0/27,-56.7,-10.4,-67.1,-55.2,-10.8,-65.9,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:12:45] Wi-Fi,link,3.458,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,413,8,7,-111,-58,-57,-70,53,54,41,52,,,,,,
[2024/03/06 14:12:46] 5G,register,33.631,103,100,-63,-10,-52,12,1,16,0/27,-53.6,-10.5,-64,-60.2,-10.9,-71.1,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:12:47] Wi-Fi,link,3.306,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,413,8,8,-111,-55,-55,-64,56,56,47,55,,,,,,
[2024/03/06 14:12:48] 5G,register,33.652,103,100,-62,-10,-52,12,1,16,0/27,-61.6,-11.6,-73.2,-51.2,-10.4,-61.5,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:12:48] Wi-Fi,link,3.167,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,413,8,7,-111,-55,-55,-66,56,56,45,55,,,,,,
[2024/03/06 14:12:49] 5G,register,31.52,103,100,-65,-10,-54,12,1,16,0/27,-53.5,-10.5,-63.9,-53,-10.6,-63.6,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:12:50] Wi-Fi,link,3.109,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,455.8,0,7,-111,-57,-57,-67,54,54,44,53,,,,,,
[2024/03/06 14:12:51] 5G,register,31.091,103,100,-66,-11,-55,12,1,16,0/27,-59.5,-10.5,-70,-55.1,-10.5,-65.5,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:12:51] Wi-Fi,link,8.709,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,413,8,7,-111,-58,-58,-64,53,53,47,52,,,,,,
[2024/03/06 14:12:53] 5G,register,40.625,103,100,-61,-10,-50,13,1,16,0/5,-62.5,-10.7,-73.1,-54.3,-10.4,-64.6,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:12:53] Wi-Fi,link,5.061,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,344.1,7,8,-111,-58,-59,-65,53,52,46,52,,,,,,
[2024/03/06 14:12:54] 5G,register,34.575,103,100,-66,-11,-55,12,1,16,0/5,-56.6,-10.6,-67.1,-57.8,-10.6,-68.4,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:12:54] Wi-Fi,link,4.138,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,344.1,7,8,-111,-57,-57,-66,54,54,45,53,,,,,,
[2024/03/06 14:12:56] 5G,register,31.16,103,100,-66,-11,-55,11,1,16,0/15,-60.8,-10.7,-71.4,-54.5,-10.5,-65,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:12:56] Wi-Fi,link,3.587,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,344.1,7,8,-111,-59,-60,-65,52,51,46,51,,,,,,
[2024/03/06 14:12:57] 5G,register,33.734,103,100,-58,-10,-48,12,1,16,0/15,-62.5,-10.7,-73.1,-58.2,-10.9,-69,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:12:57] Wi-Fi,link,3.785,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,344.1,7,8,-111,-60,-61,-68,51,50,43,50,,,,,,
[2024/03/06 14:12:59] 5G,register,35.77,103,100,-62,-10,-51,13,1,16,0/27,-59,-10.4,-69.4,-54.1,-10.5,-64.6,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:12:59] Wi-Fi,link,5.797,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,344.1,7,8,-111,-61,-62,-67,50,49,44,49,,,,,,
[2024/03/06 14:13:00] 5G,register,33.728,103,100,-65,-10,-54,12,1,16,0/27,-52.3,-10.3,-62.6,-58.7,-10.9,-69.6,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:13:01] Wi-Fi,link,9.723,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,344.1,7,8,-111,-59,-59,-66,52,52,45,51,,,,,,
[2024/03/06 14:13:02] 5G,register,56.073,103,100,-66,-11,-55,13,1,16,0/27,-60.5,-10.9,-71.3,-57.4,-10.4,-67.7,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:13:02] Wi-Fi,link,3.304,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,413,8,8,-111,-62,-64,-68,49,47,43,48,,,,,,
[2024/03/06 14:13:04] 5G,register,35.614,103,100,-65,-10,-55,12,1,16,0/27,-62,-10.9,-72.9,-56.9,-10.8,-67.6,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:13:04] Wi-Fi,link,3.336,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,344.1,7,8,-111,-63,-65,-68,48,46,43,47,,,,,,
[2024/03/06 14:13:05] 5G,register,30.493,103,100,-64,-10,-54,12,1,16,0/10,-52.7,-10.4,-63,-51.7,-10.6,-62.2,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:13:05] Wi-Fi,link,3.255,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,344.1,7,8,-111,-63,-64,-68,48,47,43,47,,,,,,
[2024/03/06 14:13:07] 5G,register,33.545,103,100,-59,-10,-49,14,1,16,0/10,-57.8,-10.5,-68.2,-53.9,-10.3,-64.2,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:13:07] Wi-Fi,link,3.276,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,344.1,7,8,-111,-62,-64,-68,49,47,43,48,,,,,,
[2024/03/06 14:13:08] 5G,register,33.589,103,100,-60,-10,-50,13,1,16,0/18,-65,-11,-76,-60,-10.5,-70.5,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:13:08] Wi-Fi,link,6.042,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,344.1,7,8,-111,-63,-63,-69,48,48,42,47,,,,,,
[2024/03/06 14:13:10] 5G,register,34.775,103,100,-66,-11,-55,12,1,16,0/18,-64.2,-10.7,-74.9,-59.2,-10.7,-69.9,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:13:10] Wi-Fi,link,3.399,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,344.1,7,7,-111,-64,-65,-69,47,46,42,46,,,,,,
[2024/03/06 14:13:11] 5G,register,38.514,103,100,-64,-10,-53,14,1,16,0/10,-59.6,-10.8,-70.3,-48.3,-10.4,-58.6,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:13:11] Wi-Fi,link,13.54,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,344.1,7,7,-111,-65,-65,-72,46,46,39,45,,,,,,
[2024/03/06 14:13:13] 5G,register,33.651,103,100,-56,-10,-46,13,1,16,0/10,-59.4,-10.7,-70.1,-60.2,-10.6,-70.7,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:13:13] Wi-Fi,link,7.055,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,275.2,5,7,-111,-66,-68,-72,45,43,39,44,,,,,,
[2024/03/06 14:13:14] 5G,register,38.35,103,100,-57,-10,-47,12,1,16,0/10,-55.8,-10.5,-66.2,-52,-10.6,-62.5,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:13:15] Wi-Fi,link,8.527,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,275.2,5,7,-111,-66,-68,-71,45,43,40,44,,,,,,
[2024/03/06 14:13:16] 5G,register,38.746,103,100,-57,-10,-46,13,1,16,0/10,-54.4,-10.3,-64.7,-48.7,-10.3,-58.9,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:13:16] Wi-Fi,link,10.186,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,275.2,5,7,-111,-65,-67,-68,46,44,43,45,,,,,,
[2024/03/06 14:13:18] 5G,register,28.599,103,100,-62,-10,-52,13,1,16,0/6,-50.7,-10.4,-61.1,-47.7,-10.4,-58,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:13:18] Wi-Fi,link,6.21,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,275.2,5,8,-111,-67,-68,-72,44,43,39,43,,,,,,
[2024/03/06 14:13:19] 5G,register,33.689,103,100,-62,-10,-51,12,1,16,0/6,-58.4,-10.5,-68.9,-58.5,-10.4,-68.9,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:13:19] Wi-Fi,link,9.077,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,275.2,5,7,-111,-66,-67,-69,45,44,42,44,,,,,,
[2024/03/06 14:13:21] 5G,register,30.99,103,100,-61,-10,-51,12,1,16,0/6,-60.7,-10.6,-71.2,-57.5,-10.5,-67.9,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:13:21] Wi-Fi,link,12.536,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,275.2,5,7,-111,-65,-66,-71,46,45,40,45,,,,,,
[2024/03/06 14:13:22] 5G,register,33.796,103,100,-66,-11,-55,12,1,16,0/6,-55,-10.6,-65.5,-53.4,-10.6,-63.9,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:13:22] Wi-Fi,link,3.463,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,275.2,5,7,-111,-66,-66,-74,45,45,37,44,,,,,,
[2024/03/06 14:13:24] 5G,register,35.614,103,100,-60,-10,-50,13,1,16,0/6,-61.1,-10.7,-71.8,-60.6,-10.5,-71,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
[2024/03/06 14:13:24] Wi-Fi,link,5.983,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,275.2,5,7,-111,-66,-67,-72,45,44,39,44,,,,,,
[2024/03/06 14:13:25] 5G,register,38.775,103,100,-61,-10,-51,13,1,16,0/6,-57.2,-10.4,-67.5,-56.9,-10.4,-67.3,-67,-11,-78,-55.9,-11,-66.9,359918920049210,999991829903013
